                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss
                    125,                 0.3395,                0.90045,                 1.0569,              0.0050805,              0.0050805,              0.0050805,                0.88974,                  0.807,                0.85988,                0.32683,                0.43964,                0.97294,                  1.179
                    126,                0.33246,                0.85875,                 1.0468,              0.0050405,              0.0050405,              0.0050405,                0.93016,                 0.8324,                0.88638,                0.33243,                0.43786,                  1.038,                 1.1496
                    127,                0.32883,                0.83781,                 1.0594,              0.0050005,              0.0050005,              0.0050005,                0.90584,                    0.8,                0.85938,                0.31058,                0.45363,                 1.0111,                 1.1859
                    128,                0.33527,                0.85636,                  1.058,              0.0049605,              0.0049605,              0.0049605,                0.93772,                 0.8375,                 0.8877,                0.34012,                0.42819,                0.97641,                 1.1409
                    129,                 0.3348,                0.87699,                 1.0634,              0.0049205,              0.0049205,              0.0049205,                0.95943,                0.88684,                 0.9073,                0.33814,                0.43868,                 1.0074,                 1.1341
                    130,                0.32948,                0.85751,                 1.0555,              0.0048805,              0.0048805,              0.0048805,                0.94131,                 0.8125,                0.87006,                0.36342,                0.41067,                0.99686,                 1.0933
                    131,                 0.3289,                 0.8626,                  1.067,              0.0048405,              0.0048405,              0.0048405,                0.87918,                0.81871,                0.87761,                0.30472,                0.45088,                 1.0645,                 1.1746
                    132,                0.32324,                0.84294,                 1.0422,              0.0048005,              0.0048005,              0.0048005,                 0.8938,                    0.8,                0.84097,                0.31749,                0.44833,                 1.0102,                 1.1736
                    133,                0.32552,                0.84982,                 1.0384,              0.0047605,              0.0047605,              0.0047605,                0.87805,                   0.85,                0.85511,                0.31962,                0.42344,                 1.0458,                 1.1099
                    134,                0.32584,                0.86542,                  1.045,              0.0047205,              0.0047205,              0.0047205,                 0.8531,                  0.825,                0.83577,                0.30044,                0.43903,                 1.0213,                 1.1543
                    135,                0.33674,                0.86361,                 1.0603,              0.0046805,              0.0046805,              0.0046805,                0.94343,                    0.8,                0.86161,                0.32106,                0.44596,                 1.0028,                 1.1441
                    136,                0.33142,                0.88178,                 1.0524,              0.0046405,              0.0046405,              0.0046405,                0.90613,                 0.8125,                 0.8572,                0.30251,                0.45322,                 1.0389,                 1.1705
                    137,                0.33259,                 0.8522,                 1.0483,              0.0046005,              0.0046005,              0.0046005,                0.90605,                0.72331,                0.79877,                0.30652,                0.44215,                 1.1408,                 1.1442
                    138,                 0.3423,                0.86307,                 1.0482,              0.0045605,              0.0045605,              0.0045605,                 0.9048,                0.83163,                0.84802,                0.32166,                0.42544,                 1.0211,                 1.1244
                    139,                0.33098,                0.84829,                 1.0268,              0.0045205,              0.0045205,              0.0045205,                0.85406,                    0.8,                0.82273,                 0.2806,                0.44821,                 1.0711,                 1.1573
                    140,                0.32086,                0.85298,                 1.0297,              0.0044806,              0.0044806,              0.0044806,                0.93195,                    0.8,                0.82657,                0.29515,                0.46392,                 1.0925,                 1.1861
                    141,                0.34308,                0.86896,                  1.068,              0.0044406,              0.0044406,              0.0044406,                0.87101,                  0.775,                0.82548,                0.29901,                0.45689,                 1.0534,                  1.197
                    142,                0.32648,                0.82428,                 1.0397,              0.0044006,              0.0044006,              0.0044006,                0.89643,                0.75735,                0.84344,                0.29572,                0.45278,                 1.0267,                 1.1812
                    143,                0.32089,                0.81597,                 1.0392,              0.0043606,              0.0043606,              0.0043606,                0.83915,                0.78256,                0.83724,                 0.2962,                0.45912,                 1.0266,                 1.1877
                    144,                0.33034,                0.81341,                 1.0478,              0.0043206,              0.0043206,              0.0043206,                0.90383,                 0.8125,                0.87403,                0.36538,                 0.4052,                0.97954,                 1.0853
                    145,                0.31648,                0.82315,                 1.0378,              0.0042806,              0.0042806,              0.0042806,                0.94234,                 0.7625,                0.86758,                0.34156,                0.42776,                  1.043,                 1.1266
                    146,                0.32736,                0.85897,                 1.0596,              0.0042406,              0.0042406,              0.0042406,                0.91513,                0.80873,                0.88098,                0.29487,                0.46067,                0.97523,                 1.1838
                    147,                0.33422,                0.82057,                 1.0499,              0.0042006,              0.0042006,              0.0042006,                0.90356,                   0.85,                0.90606,                0.34876,                0.45126,                0.96421,                 1.1512
                    148,                0.31784,                0.79277,                 1.0362,              0.0041606,              0.0041606,              0.0041606,                 0.9142,                0.79909,                0.85951,                 0.3481,                0.42305,                0.99663,                 1.1037
                    149,                0.31908,                0.79826,                  1.031,              0.0041206,              0.0041206,              0.0041206,                0.86346,                0.79048,                0.86355,                0.32306,                0.42528,                  1.021,                  1.134
                    150,                0.32479,                0.81812,                 1.0387,              0.0040806,              0.0040806,              0.0040806,                0.91855,                 0.7875,                0.87665,                0.31695,                0.43559,                 1.0492,                 1.1351
                    151,                0.32806,                  0.807,                 1.0344,              0.0040406,              0.0040406,              0.0040406,                 0.8835,                 0.8532,                0.87786,                0.34791,                0.42667,                0.95554,                 1.1328
                    152,                0.32571,                0.81314,                 1.0378,              0.0040006,              0.0040006,              0.0040006,                0.92197,                 0.8625,                0.89762,                0.33086,                0.44842,                0.96053,                 1.1482
                    153,                0.31877,                0.82547,                 1.0237,              0.0039606,              0.0039606,              0.0039606,                0.93674,                   0.85,                0.90573,                0.34339,                 0.4413,                 0.9644,                 1.1465
                    154,                0.31477,                0.77536,                 1.0293,              0.0039206,              0.0039206,              0.0039206,                0.89233,                0.82882,                0.87739,                0.34816,                0.44304,                  1.004,                 1.1473
                    155,                0.31807,                0.80934,                 1.0335,              0.0038806,              0.0038806,              0.0038806,                0.91269,                 0.8375,                0.86895,                0.34828,                0.41081,                0.98863,                 1.1135
                    156,                0.31553,                0.80558,                 1.0283,              0.0038406,              0.0038406,              0.0038406,                 0.8733,                  0.825,                0.84777,                 0.3492,                0.40176,                0.98167,                 1.1091
                    157,                0.31335,                0.77445,                 1.0215,              0.0038006,              0.0038006,              0.0038006,                0.86165,                0.85641,                0.87316,                0.35595,                0.42383,                0.98095,                 1.1436
                    158,                0.30806,                0.75507,                 1.0075,              0.0037606,              0.0037606,              0.0037606,                0.95292,                  0.759,                0.87778,                0.36576,                0.41426,                0.96555,                 1.1161
                    159,                0.31797,                0.77159,                 1.0254,              0.0037206,              0.0037206,              0.0037206,                0.89005,                  0.825,                0.83733,                0.31117,                 0.4416,                 1.0435,                 1.1542
                    160,                0.30779,                0.78037,                 1.0159,              0.0036806,              0.0036806,              0.0036806,                0.89476,                0.85018,                0.87931,                0.35456,                0.42127,                 1.0184,                 1.1094
                    161,                 0.3124,                0.76125,                 1.0181,              0.0036406,              0.0036406,              0.0036406,                0.91935,                0.85493,                0.89823,                0.36594,                0.41934,                0.88742,                 1.1013
                    162,                0.30749,                 0.7751,                 1.0185,              0.0036006,              0.0036006,              0.0036006,                0.87565,                   0.85,                0.88706,                 0.3488,                0.43464,                0.98446,                 1.1408
                    163,                0.30698,                0.74151,                 1.0155,              0.0035606,              0.0035606,              0.0035606,                0.88885,                   0.85,                 0.8901,                0.33908,                0.43432,                 0.9737,                  1.131
                    164,                 0.3066,                0.75836,                0.99883,              0.0035206,              0.0035206,              0.0035206,                0.93242,                0.86238,                0.88322,                0.36542,                0.41847,                0.95731,                 1.1168
                    165,                0.30371,                0.73272,                 1.0077,              0.0034807,              0.0034807,              0.0034807,                  0.919,                   0.85,                0.89563,                0.38402,                0.40218,                0.93192,                 1.0885
                    166,                0.30706,                0.73988,                 1.0063,              0.0034407,              0.0034407,              0.0034407,                0.88067,                0.83032,                0.84507,                0.29733,                0.45378,                 1.0002,                  1.177
                    167,                0.30424,                0.73753,                 1.0264,              0.0034007,              0.0034007,              0.0034007,                 0.8938,                0.84169,                0.87796,                0.34772,                0.42406,                0.97579,                 1.1553
                    168,                0.30577,                0.74745,                0.99297,              0.0033607,              0.0033607,              0.0033607,                 0.9306,                0.83807,                0.89862,                0.38966,                0.41113,                0.95255,                  1.092
                    169,                0.31108,                0.73307,                  1.014,              0.0033207,              0.0033207,              0.0033207,                0.94384,                 0.8375,                 0.9249,                0.37804,                0.42787,                0.93954,                 1.1238
                    170,                0.30987,                0.74042,                 1.0152,              0.0032807,              0.0032807,              0.0032807,                0.91371,                 0.8625,                0.91857,                0.32899,                0.44442,                0.95363,                  1.155
                    171,                 0.3044,                0.75062,                0.99924,              0.0032407,              0.0032407,              0.0032407,                0.98544,                0.84593,                0.93281,                0.36947,                0.40982,                0.90391,                 1.1138
                    172,                0.30399,                0.74896,                  1.014,              0.0032007,              0.0032007,              0.0032007,                0.93221,                0.85952,                0.90764,                0.34294,                 0.4289,                0.90514,                 1.1566
                    173,                0.30666,                0.73939,                0.99954,              0.0031607,              0.0031607,              0.0031607,                0.93473,                  0.825,                 0.8992,                 0.4004,                0.40094,                 0.9636,                 1.0755
                    174,                0.29774,                0.73662,                0.99981,              0.0031207,              0.0031207,              0.0031207,                0.96833,                 0.8625,                0.92206,                0.40661,                0.39503,                0.84763,                 1.0861
                    175,                0.30257,                0.72123,                0.99331,              0.0030807,              0.0030807,              0.0030807,                0.95814,                 0.8625,                0.95014,                0.42972,                 0.3866,                0.83589,                 1.0684
                    176,                0.29943,                0.74207,                0.99461,              0.0030407,              0.0030407,              0.0030407,                0.93185,                0.85468,                0.91076,                0.36692,                0.42493,                0.89964,                 1.1456
                    177,                0.29873,                0.70434,                 0.9941,              0.0030007,              0.0030007,              0.0030007,                0.92163,                0.88204,                0.90795,                0.30866,                0.44431,                0.97146,                 1.1805
                    178,                0.29325,                0.72548,                0.99286,              0.0029607,              0.0029607,              0.0029607,                0.95851,                    0.9,                 0.9446,                0.35541,                0.42312,                0.88542,                 1.1318
                    179,                0.28759,                0.68878,                0.98049,              0.0029207,              0.0029207,              0.0029207,                0.95965,                 0.8375,                0.90357,                0.35849,                0.42553,                 0.9276,                 1.1308
                    180,                0.29229,                0.68987,                0.98886,              0.0028807,              0.0028807,              0.0028807,                0.90306,                0.81518,                0.87791,                0.34345,                0.43217,                0.95182,                 1.1669
                    181,                0.29539,                0.70902,                0.99124,              0.0028407,              0.0028407,              0.0028407,                0.89446,                 0.8625,                0.90672,                0.35441,                0.43082,                0.87475,                 1.1637
                    182,                0.28709,                0.69003,                0.96859,              0.0028007,              0.0028007,              0.0028007,                0.93252,                  0.875,                 0.9252,                0.36994,                0.42784,                0.88453,                 1.1352
                    183,                0.29451,                 0.6818,                0.99604,              0.0027607,              0.0027607,              0.0027607,                0.97647,                  0.875,                 0.9382,                0.40863,                0.39565,                0.84599,                 1.0923
                    184,                0.28629,                0.68154,                0.97231,              0.0027207,              0.0027207,              0.0027207,                0.94501,                 0.8875,                0.91732,                0.36131,                0.41478,                0.90457,                 1.1201
                    185,                0.29229,                0.69136,                0.98406,              0.0026807,              0.0026807,              0.0026807,                0.96256,                 0.8875,                0.94741,                0.38572,                0.40362,                0.83463,                 1.1083
                    186,                0.28813,                0.69009,                0.98333,              0.0026407,              0.0026407,              0.0026407,                0.98597,                0.87831,                0.93622,                  0.372,                0.40778,                0.88859,                 1.1037
                    187,                 0.2924,                0.71117,                0.98746,              0.0026007,              0.0026007,              0.0026007,                0.95914,                0.88022,                0.93045,                0.38396,                0.40306,                0.90634,                 1.0935
                    188,                0.28503,                0.69457,                 0.9879,              0.0025607,              0.0025607,              0.0025607,                0.94686,                0.89097,                 0.9373,                0.37275,                0.41331,                 0.8996,                 1.1187
                    189,                0.28445,                0.68012,                0.98642,              0.0025207,              0.0025207,              0.0025207,                0.94916,                 0.8375,                0.93904,                0.36876,                0.40732,                0.89824,                 1.1204
                    190,                0.27574,                0.66769,                0.96732,              0.0024808,              0.0024808,              0.0024808,                0.93629,                 0.8625,                0.92979,                 0.3748,                0.41885,                 0.9054,                 1.1278
                    191,                0.28336,                0.67435,                0.97703,              0.0024408,              0.0024408,              0.0024408,                 0.9318,                0.85393,                 0.9429,                0.35628,                0.42631,                0.89204,                  1.137
                    192,                0.28354,                0.66936,                 0.9728,              0.0024008,              0.0024008,              0.0024008,                0.94449,                0.85069,                0.94558,                0.37539,                 0.4231,                0.87344,                   1.13
                    193,                0.28568,                0.69373,                0.98587,              0.0023608,              0.0023608,              0.0023608,                0.91874,                 0.8875,                0.92298,                 0.3657,                0.42251,                0.89393,                   1.13
                    194,                0.27915,                0.67627,                0.97137,              0.0023208,              0.0023208,              0.0023208,                0.95222,                 0.8625,                0.93924,                0.38678,                0.40548,                0.88692,                 1.1093
                    195,                0.28242,                0.66407,                0.98217,              0.0022808,              0.0022808,              0.0022808,                0.96409,                 0.8875,                0.94434,                0.36626,                0.40927,                0.86317,                 1.1201
                    196,                0.28659,                0.67745,                0.98152,              0.0022408,              0.0022408,              0.0022408,                0.98606,                0.88401,                0.94337,                0.38221,                0.40271,                0.85507,                 1.1026
                    197,                0.28227,                0.67584,                0.97669,              0.0022008,              0.0022008,              0.0022008,                0.95929,                0.88359,                0.91513,                  0.368,                0.40972,                0.90107,                 1.1261
                    198,                0.27232,                0.65899,                 0.9578,              0.0021608,              0.0021608,              0.0021608,                0.96468,                 0.8875,                0.93498,                0.37732,                0.40736,                0.89143,                 1.1271
                    199,                0.27595,                0.63644,                0.96282,              0.0021208,              0.0021208,              0.0021208,                0.95829,                 0.8875,                0.93404,                0.39823,                0.39541,                0.89028,                   1.11
                    200,                0.27684,                0.63711,                0.95791,              0.0020808,              0.0020808,              0.0020808,                 0.9301,                 0.8625,                0.92766,                 0.3763,                0.40729,                0.92012,                  1.107
                    201,                0.27636,                0.66139,                0.95685,              0.0020408,              0.0020408,              0.0020408,                0.97548,                 0.8125,                0.93705,                0.38922,                0.40197,                0.90872,                 1.1087
                    202,                0.27346,                0.64584,                0.96399,              0.0020008,              0.0020008,              0.0020008,                0.97029,                 0.8375,                0.94466,                0.39698,                0.40545,                0.89502,                 1.1115
                    203,                0.26714,                0.63722,                0.94992,              0.0019608,              0.0019608,              0.0019608,                0.98623,                0.89559,                0.94976,                0.42094,                0.38678,                0.80952,                 1.0923
                    204,                0.27119,                0.65731,                0.95286,              0.0019208,              0.0019208,              0.0019208,                0.97434,                    0.9,                0.93963,                0.41841,                0.38099,                0.83241,                 1.0864
                    205,                0.27577,                0.65807,                0.96441,              0.0018808,              0.0018808,              0.0018808,                0.98148,                 0.8875,                0.94427,                0.40736,                0.39987,                0.87652,                  1.105
                    206,                0.27264,                0.62967,                0.96293,              0.0018408,              0.0018408,              0.0018408,                0.97961,                 0.8875,                0.95071,                0.40036,                0.40224,                0.87017,                 1.1152
                    207,                0.27089,                0.61859,                0.94677,              0.0018008,              0.0018008,              0.0018008,                0.98281,                  0.875,                0.94728,                  0.397,                0.41125,                 0.8941,                  1.126
                    208,                0.26603,                0.64628,                0.94964,              0.0017608,              0.0017608,              0.0017608,                0.94687,                    0.9,                0.94006,                0.35317,                0.41294,                0.92318,                 1.1226
                    209,                0.26666,                 0.6201,                0.95247,              0.0017208,              0.0017208,              0.0017208,                0.95878,                0.87222,                0.93324,                0.36278,                 0.4205,                0.89281,                 1.1247
                    210,                 0.2608,                0.61361,                0.94853,              0.0016808,              0.0016808,              0.0016808,                0.96612,                  0.875,                0.94888,                0.36264,                0.41655,                0.85728,                 1.1208
                    211,                0.26723,                0.61809,                0.95203,              0.0016408,              0.0016408,              0.0016408,                0.98547,                0.84802,                0.92991,                0.36526,                0.41063,                0.93315,                 1.1187
                    212,                0.27029,                0.62207,                0.94435,              0.0016008,              0.0016008,              0.0016008,                0.92101,                 0.8875,                0.90852,                0.37953,                0.40588,                0.90396,                 1.1171
                    213,                0.26953,                0.63605,                0.96404,              0.0015608,              0.0015608,              0.0015608,                 0.9335,                0.87739,                0.91383,                0.40007,                0.39122,                 0.8974,                 1.0945
                    214,                0.26355,                0.61917,                0.94602,              0.0015208,              0.0015208,              0.0015208,                0.96344,                 0.8875,                0.93224,                 0.3999,                0.39501,                0.88593,                 1.0908
                    215,                0.26731,                0.61654,                0.94983,              0.0014809,              0.0014809,              0.0014809,                0.95346,                 0.8875,                0.93565,                0.40003,                0.39488,                0.89102,                  1.096
                    216,                0.25841,                0.60944,                0.93207,              0.0014409,              0.0014409,              0.0014409,                0.96986,                  0.875,                0.92967,                 0.3794,                0.39636,                0.87301,                 1.1076
                    217,                 0.2612,                0.63137,                0.93776,              0.0014009,              0.0014009,              0.0014009,                0.96769,                   0.85,                0.92707,                0.37016,                0.41428,                0.93462,                 1.1345
                    218,                0.26557,                0.62992,                0.94883,              0.0013609,              0.0013609,              0.0013609,                 0.9623,                 0.8375,                0.93483,                0.38789,                 0.4019,                0.87949,                 1.1095
                    219,                0.25924,                0.64476,                0.94927,              0.0013209,              0.0013209,              0.0013209,                0.91558,                   0.85,                0.91433,                 0.3729,                0.41149,                0.89326,                 1.1185
                    220,                0.26394,                0.60985,                0.94499,              0.0012809,              0.0012809,              0.0012809,                0.84603,                0.89295,                0.91223,                0.35196,                0.41955,                0.89428,                 1.1386
                    221,                0.26015,                0.60493,                0.94569,              0.0012409,              0.0012409,              0.0012409,                0.91966,                0.85853,                0.92001,                0.37314,                0.40406,                0.89203,                 1.1171
                    222,                0.25518,                0.61433,                0.94557,              0.0012009,              0.0012009,              0.0012009,                0.96736,                  0.825,                0.92768,                0.37114,                0.41001,                0.88963,                 1.1298
                    223,                0.26409,                0.63143,                0.93015,              0.0011609,              0.0011609,              0.0011609,                0.93694,                  0.875,                0.92372,                 0.3708,                0.41769,                0.92032,                 1.1407
                    224,                0.25278,                0.59467,                0.93328,              0.0011209,              0.0011209,              0.0011209,                0.98262,                 0.8375,                0.94569,                0.37089,                0.41618,                0.89621,                 1.1362
                    225,                 0.2463,                0.57086,                0.92624,              0.0010809,              0.0010809,              0.0010809,                0.97165,                0.85676,                 0.9441,                0.38461,                0.40682,                0.89172,                  1.123
                    226,                0.25331,                0.60687,                0.92628,              0.0010409,              0.0010409,              0.0010409,                 0.9424,                 0.8625,                0.93813,                0.37909,                 0.4038,                0.89853,                 1.1237
                    227,                 0.2541,                 0.5933,                 0.9287,              0.0010009,              0.0010009,              0.0010009,                0.97212,                0.87182,                0.93953,                0.39944,                 0.3936,                0.83729,                 1.1029
                    228,                0.24533,                0.58365,                0.92184,              0.0009609,              0.0009609,              0.0009609,                0.96691,                   0.85,                0.94173,                0.39509,                0.39609,                0.87791,                 1.1017
                    229,                0.25158,                0.59074,                 0.9298,             0.00092091,             0.00092091,             0.00092091,                0.97052,                0.82304,                0.93417,                0.39294,                0.39972,                0.92162,                 1.1067
                    230,                0.25314,                 0.5848,                0.93454,             0.00088091,             0.00088091,             0.00088091,                0.97098,                0.83655,                0.93811,                0.37576,                0.40629,                 0.9215,                 1.1151
                    231,                0.24445,                0.58214,                0.92218,             0.00084092,             0.00084092,             0.00084092,                0.96793,                 0.8375,                0.93551,                0.35874,                0.41588,                0.88376,                 1.1472
                    232,                0.25585,                0.59193,                0.93323,             0.00080092,             0.00080092,             0.00080092,                0.95055,                 0.8625,                0.94789,                0.37963,                0.40663,                0.87082,                 1.1264
                    233,                0.25229,                0.59538,                0.92331,             0.00076092,             0.00076092,             0.00076092,                0.97041,                 0.8375,                0.93373,                0.38367,                0.40629,                0.92575,                 1.1248
                    234,                0.24588,                0.57637,                0.92237,             0.00072093,             0.00072093,             0.00072093,                0.96812,                 0.8375,                0.93387,                0.39831,                0.40215,                0.94514,                 1.1138
                    235,                0.24859,                0.56367,                0.92529,             0.00068093,             0.00068093,             0.00068093,                0.96988,                   0.85,                0.94437,                0.40574,                0.39071,                0.87907,                 1.1019
                    236,                 0.2407,                 0.5911,                0.90796,             0.00064094,             0.00064094,             0.00064094,                0.92576,                 0.8875,                0.95387,                0.38696,                0.40273,                0.86412,                 1.1214
                    237,                0.24704,                0.56419,                0.93282,             0.00060094,             0.00060094,             0.00060094,                0.93087,                 0.8875,                0.95361,                0.40398,                0.39768,                0.86606,                  1.123
                    238,                0.25017,                0.59123,                0.92614,             0.00056094,             0.00056094,             0.00056094,                0.93848,                    0.9,                0.95562,                0.39509,                0.40235,                0.85646,                 1.1336
                    239,                0.24256,                0.57068,                 0.9139,             0.00052095,             0.00052095,             0.00052095,                0.94315,                  0.875,                0.94753,                0.40087,                0.39835,                  0.872,                 1.1184
                    240,                0.24643,                 0.5795,                0.91945,             0.00048095,             0.00048095,             0.00048095,                0.93341,                0.87609,                0.94989,                0.39254,                0.40062,                0.88438,                 1.1201
                    241,                0.24284,                0.58449,                0.91318,             0.00044096,             0.00044096,             0.00044096,                0.95991,                0.89782,                0.95243,                0.38987,                0.40061,                0.87922,                 1.1202
                    242,                0.24122,                 0.5718,                0.92925,             0.00040096,             0.00040096,             0.00040096,                0.95647,                    0.9,                0.95587,                0.40644,                0.40289,                0.86377,                 1.1246
                    243,                0.25138,                0.58417,                0.93653,             0.00036096,             0.00036096,             0.00036096,                0.94313,                    0.9,                0.95481,                0.38539,                0.40202,                0.85824,                 1.1277
                    244,                0.24326,                0.57485,                0.90815,             0.00032097,             0.00032097,             0.00032097,                0.91319,                0.92052,                0.95502,                0.40015,                0.39935,                0.86361,                 1.1193
                    245,                0.23508,                 0.5628,                0.91274,             0.00028097,             0.00028097,             0.00028097,                0.91322,                 0.9125,                0.95321,                0.38685,                0.40333,                0.86214,                 1.1304
                    246,                0.24238,                0.56862,                0.92883,             0.00024098,             0.00024098,             0.00024098,                0.93545,                0.90584,                0.95132,                0.39705,                0.40361,                0.84451,                  1.124
                    247,                0.23428,                0.55807,                0.89331,             0.00020098,             0.00020098,             0.00020098,                0.94768,                0.90578,                0.95225,                0.39067,                 0.4045,                0.85311,                 1.1247
                    248,                 0.2397,                0.56395,                0.91941,             0.00016098,             0.00016098,             0.00016098,                0.94837,                0.91855,                 0.9547,                0.37719,                0.40557,                 0.8418,                 1.1285
                    249,                0.23382,                0.54797,                0.90703,             0.00012099,             0.00012099,             0.00012099,                0.94832,                 0.9176,                0.95598,                0.39637,                0.39986,                0.83003,                 1.1169
                    250,                0.24297,                0.57455,                0.91046,             8.0992e-05,             8.0992e-05,             8.0992e-05,                0.94829,                  0.925,                0.95644,                0.39275,                0.39998,                0.83332,                 1.1151
