                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss
145,3.4992,1.137,1.0727,0.0054125,0.0054125,0.0054125,0.87941,0.60465,0.71034,0.27865,5.9871,1.3629,1.2941
146,3.3399,1.0543,1.0575,0.0053608,0.0053608,0.0053608,0.88439,0.71178,0.78806,0.30616,5.754,1.4628,1.2151
147,3.5312,1.0965,1.1198,0.0053091,0.0053091,0.0053091,0.86782,0.62791,0.7222,0.27053,5.9359,1.551,1.2078
148,3.7297,1.1372,1.0746,0.0052573,0.0052573,0.0052573,0.80696,0.60465,0.71625,0.30786,5.6445,1.2441,1.2044
149,3.6789,1.1154,1.116,0.0052055,0.0052055,0.0052055,0.82865,0.5814,0.68897,0.29858,5.7098,1.4606,1.2183
150,3.5371,1.0753,1.078,0.0051537,0.0051537,0.0051537,0.76382,0.76744,0.73479,0.2798,6.1019,1.189,1.2718
151,3.445,1.0809,1.0885,0.0051018,0.0051018,0.0051018,0.78838,0.69767,0.69153,0.2662,6.1802,1.2615,1.2798
152,3.575,1.0541,1.0916,0.00505,0.00505,0.00505,0.87371,0.65116,0.75649,0.28597,5.9448,1.215,1.256
153,3.5272,1.0012,1.104,0.0049982,0.0049982,0.0049982,0.89353,0.74419,0.83417,0.27958,6.2332,1.1992,1.2901
154,3.2777,0.95034,1.0532,0.0049463,0.0049463,0.0049463,0.87407,0.64577,0.76207,0.28398,5.9748,1.3335,1.2714
155,3.5648,0.96173,1.0652,0.0048945,0.0048945,0.0048945,0.90877,0.60465,0.68352,0.26229,5.9495,1.3639,1.2653
156,3.4464,1.0465,1.0541,0.0048427,0.0048427,0.0048427,0.75088,0.69767,0.7051,0.22727,6.396,1.2995,1.3732
157,3.2379,0.89472,1.0185,0.0047909,0.0047909,0.0047909,0.63723,0.72093,0.68591,0.25724,6.1362,1.3943,1.2782
158,3.25,1.0686,1.0728,0.0047392,0.0047392,0.0047392,0.82852,0.67419,0.70967,0.25574,6.3991,1.2341,1.299
159,3.215,0.98553,1.0577,0.0046875,0.0046875,0.0046875,0.87064,0.62613,0.71185,0.27622,6.25,1.1267,1.2337
160,3.3842,1.095,1.0743,0.0046358,0.0046358,0.0046358,0.85108,0.76744,0.81867,0.294,5.861,1.0689,1.2372
161,3.4578,0.92707,1.0771,0.0045842,0.0045842,0.0045842,0.76513,0.7907,0.82101,0.29966,5.8182,1.1673,1.2551
162,3.5091,0.96761,1.0821,0.0045326,0.0045326,0.0045326,0.71282,0.7505,0.72896,0.25454,6.5522,1.3393,1.2928
163,3.2411,0.94144,1.0612,0.0044811,0.0044811,0.0044811,0.89013,0.65116,0.76663,0.27715,5.796,1.3577,1.1955
164,3.2036,1.024,1.0337,0.0044296,0.0044296,0.0044296,0.80367,0.66654,0.71248,0.26283,6.0164,1.2036,1.2385
165,3.4724,0.89479,1.0298,0.0043782,0.0043782,0.0043782,0.7937,0.71588,0.76969,0.25385,6.0167,1.2697,1.255
166,3.2425,0.86704,1.0293,0.0043269,0.0043269,0.0043269,0.83825,0.72316,0.73843,0.25883,6.0257,1.3321,1.2635
167,3.1948,1.0035,1.0443,0.0042756,0.0042756,0.0042756,0.71909,0.74419,0.75421,0.2618,6.0439,1.295,1.2874
168,3.354,0.96029,1.027,0.0042245,0.0042245,0.0042245,0.69465,0.74419,0.72505,0.27526,6.0545,1.1917,1.2465
169,3.0993,0.92369,1.0235,0.0041734,0.0041734,0.0041734,0.89915,0.6222,0.74552,0.28165,6.037,1.461,1.2374
170,3.2638,0.93868,1.0525,0.0041225,0.0041225,0.0041225,0.75863,0.5814,0.59786,0.23878,6.2762,1.5002,1.2617
171,3.0979,0.93486,1.0459,0.0040716,0.0040716,0.0040716,0.81005,0.53488,0.61479,0.18725,7.1085,1.5547,1.321
172,3.2551,0.87719,1.069,0.0040208,0.0040208,0.0040208,0.7943,0.60465,0.66297,0.22715,6.6209,1.3137,1.2752
173,3.45,0.9213,1.0709,0.0039702,0.0039702,0.0039702,0.84136,0.65116,0.74057,0.27454,6.2356,1.1906,1.2224
174,3.335,0.89016,1.0615,0.0039197,0.0039197,0.0039197,0.83826,0.69767,0.76298,0.25879,6.364,1.2992,1.2327
175,3.2514,0.92234,1.0487,0.0038693,0.0038693,0.0038693,0.77802,0.73371,0.76058,0.25361,6.2687,1.3002,1.2144
176,3.1463,0.93069,1.0323,0.003819,0.003819,0.003819,0.82406,0.5814,0.67214,0.20876,7.1529,1.5761,1.3019
177,3.1263,0.946,1.0324,0.0037688,0.0037688,0.0037688,0.96371,0.61781,0.74609,0.24913,6.6368,1.3619,1.2747
178,3.1047,0.91066,1.0382,0.0037188,0.0037188,0.0037188,0.8179,0.7907,0.79962,0.29932,5.8117,1.1381,1.1873
179,3.2129,0.90202,1.0053,0.003669,0.003669,0.003669,0.84508,0.76125,0.76499,0.27304,6.2053,1.2329,1.2458
180,3.1601,0.91716,1.0338,0.0036193,0.0036193,0.0036193,0.80084,0.65466,0.68251,0.21948,6.9427,1.4739,1.3161
181,3.2042,0.86512,1.0347,0.0035697,0.0035697,0.0035697,0.79663,0.5814,0.63814,0.20072,7.0218,1.6243,1.334
182,3.2762,0.8666,1.0242,0.0035204,0.0035204,0.0035204,0.87795,0.74419,0.77929,0.24705,6.563,1.2868,1.3083
183,3.0623,0.95533,1.0395,0.0034712,0.0034712,0.0034712,0.88465,0.7136,0.79943,0.2662,6.0697,1.2762,1.2313
184,3.1318,0.84939,1.0534,0.0034221,0.0034221,0.0034221,0.85584,0.69049,0.70894,0.26341,5.992,1.3364,1.2373
185,3.0729,0.9065,1.0362,0.0033732,0.0033732,0.0033732,0.90743,0.72093,0.78965,0.25428,6.2781,1.2959,1.2867
186,3.2558,0.87887,1.0432,0.0033246,0.0033246,0.0033246,0.89784,0.74419,0.76723,0.24592,6.1939,1.3048,1.2757
187,3.1127,0.81259,0.98863,0.0032761,0.0032761,0.0032761,0.90647,0.76744,0.83926,0.31169,5.6848,1.2651,1.2073
188,2.9775,0.96279,1.0345,0.0032278,0.0032278,0.0032278,0.97114,0.81395,0.85947,0.27864,6.1152,1.2503,1.2611
189,2.9833,0.83644,1.0246,0.0031797,0.0031797,0.0031797,0.95133,0.76744,0.86215,0.29046,6.0763,1.3989,1.236
190,2.7874,0.79139,0.97956,0.0031318,0.0031318,0.0031318,0.81014,0.74419,0.78714,0.26406,5.9954,1.3159,1.2338
191,2.9368,0.82193,1.0204,0.0030841,0.0030841,0.0030841,0.81506,0.7907,0.82153,0.27273,6.1737,1.2886,1.2494
192,2.9251,0.89824,1.0195,0.0030367,0.0030367,0.0030367,0.89075,0.75857,0.82589,0.27066,6.0937,1.2009,1.245
193,2.8633,0.83922,1.0047,0.0029894,0.0029894,0.0029894,0.84149,0.74082,0.75399,0.27302,6.2277,1.1512,1.2984
194,2.7785,0.82108,0.97364,0.0029424,0.0029424,0.0029424,0.86076,0.76744,0.78582,0.29931,6.1208,1.0779,1.2552
195,2.981,0.82402,0.99344,0.0028956,0.0028956,0.0028956,0.88925,0.7907,0.79548,0.32576,5.739,1.0826,1.1775
196,2.74,0.84469,0.99957,0.0028491,0.0028491,0.0028491,0.94255,0.76326,0.83886,0.29338,6.0259,1.1776,1.2273
197,2.8641,0.77833,1.0021,0.0028027,0.0028027,0.0028027,0.9042,0.74419,0.83333,0.30423,5.6917,1.318,1.1804
198,2.8445,0.84273,0.98269,0.0027567,0.0027567,0.0027567,0.90158,0.74419,0.78408,0.29073,5.7344,1.3087,1.2142
199,2.911,0.87955,0.99636,0.0027109,0.0027109,0.0027109,0.84084,0.76744,0.74492,0.28732,6.0962,1.1439,1.2642
200,2.9068,0.80391,1.0184,0.0026653,0.0026653,0.0026653,0.88682,0.7907,0.84337,0.31408,5.7549,1.114,1.2071
201,2.9379,0.75507,0.99949,0.00262,0.00262,0.00262,0.86237,0.7907,0.82748,0.29334,5.9045,1.091,1.242
202,2.9173,0.8106,0.99131,0.002575,0.002575,0.002575,0.79787,0.83721,0.82245,0.28894,5.8453,1.1838,1.2447
203,2.6172,0.75795,0.98125,0.0025302,0.0025302,0.0025302,0.87611,0.72093,0.79689,0.27885,5.7233,1.343,1.2169
204,2.834,0.75848,0.96142,0.0024858,0.0024858,0.0024858,0.90258,0.7907,0.86476,0.30369,5.8,1.1073,1.2414
205,2.8851,0.74408,0.97002,0.0024416,0.0024416,0.0024416,0.91426,0.83721,0.88318,0.2862,6.1682,1.1373,1.2832
206,2.9171,0.78909,0.98798,0.0023977,0.0023977,0.0023977,0.96771,0.81395,0.88739,0.31704,5.9416,1.1281,1.2594
207,2.6399,0.73986,1.0019,0.002354,0.002354,0.002354,0.84254,0.7907,0.84162,0.33535,5.6042,1.3192,1.1901
208,2.7724,0.77186,0.98746,0.0023107,0.0023107,0.0023107,0.92246,0.83012,0.88011,0.36565,5.5441,1.2001,1.1958
209,2.6231,0.74442,0.95582,0.0022677,0.0022677,0.0022677,0.92201,0.825,0.85014,0.32389,5.7253,1.152,1.2205
210,2.7518,0.7205,0.96238,0.002225,0.002225,0.002225,0.94542,0.80586,0.85505,0.2996,5.7613,1.2253,1.2445
211,2.6729,0.78298,0.97949,0.0021826,0.0021826,0.0021826,0.84138,0.74021,0.7605,0.29452,5.9979,1.2258,1.2784
212,2.7139,0.73362,0.99106,0.0021405,0.0021405,0.0021405,0.94031,0.83721,0.86974,0.3216,5.8379,1.0988,1.2256
213,2.688,0.74638,0.9698,0.0020987,0.0020987,0.0020987,0.94556,0.80798,0.84707,0.33592,5.591,1.0704,1.1793
214,2.8807,0.71642,0.96946,0.0020572,0.0020572,0.0020572,0.87448,0.81022,0.80841,0.32865,5.5955,1.1269,1.2209
215,2.7525,0.73265,0.97147,0.0020161,0.0020161,0.0020161,0.90913,0.81395,0.84565,0.31588,5.6207,1.1645,1.2182
216,2.7294,0.78712,0.98461,0.0019753,0.0019753,0.0019753,0.8973,0.81276,0.84117,0.30905,5.8448,1.1641,1.2441
217,2.7001,0.73713,0.97611,0.0019349,0.0019349,0.0019349,0.915,0.81395,0.84717,0.31384,5.7518,1.103,1.2304
218,2.7215,0.6798,0.95636,0.0018948,0.0018948,0.0018948,0.91951,0.83721,0.84037,0.34961,5.5506,1.0934,1.2068
219,2.5608,0.73125,0.94102,0.001855,0.001855,0.001855,0.91057,0.7907,0.84769,0.33168,5.7021,1.1808,1.2353
220,2.689,0.75593,0.95738,0.0018156,0.0018156,0.0018156,0.89166,0.76563,0.79871,0.31821,5.7231,1.1973,1.1991
221,2.5469,0.71305,0.97142,0.0017765,0.0017765,0.0017765,0.93183,0.76744,0.82919,0.3054,5.7229,1.2047,1.2031
222,2.7251,0.76001,0.97921,0.0017378,0.0017378,0.0017378,0.91541,0.7907,0.8495,0.29205,6.0183,1.1413,1.2492
223,2.466,0.6816,0.92059,0.0016995,0.0016995,0.0016995,0.89432,0.78728,0.83412,0.27775,6.2013,1.1122,1.2715
224,2.508,0.7439,0.94789,0.0016615,0.0016615,0.0016615,0.91541,0.81395,0.83578,0.30178,5.9929,1.0989,1.2317
225,2.3994,0.69998,0.96277,0.0016239,0.0016239,0.0016239,0.91143,0.83721,0.85674,0.30588,5.9638,1.0677,1.2346
226,2.5159,0.68881,0.95744,0.0015867,0.0015867,0.0015867,0.90037,0.84076,0.88197,0.33196,5.7575,1.0038,1.2042
227,2.6239,0.66412,0.95242,0.0015498,0.0015498,0.0015498,0.94405,0.81395,0.872,0.3306,5.6836,1.0438,1.19
228,2.2764,0.6915,0.91236,0.0015134,0.0015134,0.0015134,0.94392,0.78296,0.87111,0.32931,5.583,0.98993,1.1928
229,2.3142,0.64611,0.90923,0.0014773,0.0014773,0.0014773,0.89906,0.88372,0.88537,0.34775,5.5102,1.0474,1.17
230,2.501,0.71782,0.94427,0.0014416,0.0014416,0.0014416,0.93772,0.81395,0.86762,0.34964,5.5514,1.062,1.1796
231,2.3307,0.6524,0.91641,0.0014063,0.0014063,0.0014063,0.93769,0.83721,0.86156,0.32466,5.6967,1.0995,1.2038
232,2.5712,0.67759,0.94986,0.0013714,0.0013714,0.0013714,0.90914,0.7907,0.84914,0.33666,5.6082,1.0618,1.1946
233,2.5368,0.71403,0.94173,0.001337,0.001337,0.001337,0.85526,0.82464,0.85361,0.33563,5.6075,1.0503,1.1911
234,2.2903,0.74478,0.92621,0.0013029,0.0013029,0.0013029,0.91625,0.81395,0.8686,0.3091,5.8102,1.0963,1.2307
235,2.5639,0.67073,0.92261,0.0012692,0.0012692,0.0012692,0.83886,0.84761,0.85335,0.30554,5.9152,1.0733,1.2384
236,2.6159,0.67654,0.92955,0.001236,0.001236,0.001236,0.94663,0.82506,0.88706,0.32089,5.8019,1.0816,1.2225
237,2.4565,0.70848,0.95386,0.0012031,0.0012031,0.0012031,0.94157,0.83721,0.87296,0.33831,5.6422,1.0703,1.1927
238,2.4501,0.66147,0.95038,0.0011707,0.0011707,0.0011707,0.94667,0.82586,0.87508,0.33874,5.6111,1.0813,1.1875
239,2.3816,0.6754,0.93837,0.0011387,0.0011387,0.0011387,0.86834,0.81395,0.84313,0.33236,5.7171,1.0783,1.2093
240,2.3616,0.6582,0.95037,0.0011072,0.0011072,0.0011072,0.83243,0.80877,0.8421,0.34692,5.9545,1.161,1.2402
241,2.4558,0.68332,0.94414,0.0010761,0.0010761,0.0010761,0.92407,0.84925,0.88536,0.32856,5.911,1.1145,1.2459
242,2.2988,0.65825,0.93918,0.0010454,0.0010454,0.0010454,0.86148,0.86047,0.8798,0.34245,5.7448,1.0495,1.2133
243,2.42,0.67694,0.93889,0.0010151,0.0010151,0.0010151,0.87298,0.79928,0.86273,0.3423,5.6605,1.0513,1.1851
244,2.3147,0.63713,0.90918,0.00098531,0.00098531,0.00098531,0.8832,0.83721,0.88669,0.36077,5.5946,1.0196,1.1846
245,2.3298,0.70386,0.93283,0.00095595,0.00095595,0.00095595,0.90899,0.81395,0.89554,0.34642,5.5684,1.0953,1.1887
246,2.2776,0.72496,0.94178,0.00092704,0.00092704,0.00092704,0.88456,0.81395,0.89342,0.33212,5.7513,1.1309,1.2174
247,2.1804,0.68766,0.92989,0.00089858,0.00089858,0.00089858,0.8561,0.88372,0.89768,0.33477,5.7818,1.0598,1.2133
248,2.334,0.66771,0.92305,0.00087058,0.00087058,0.00087058,0.86284,0.88372,0.90076,0.36008,5.7325,1.0063,1.1975
249,2.1537,0.72904,0.91649,0.00084303,0.00084303,0.00084303,0.90348,0.87084,0.89364,0.3558,5.6084,1.0088,1.1794
250,2.2766,0.63208,0.92955,0.00081595,0.00081595,0.00081595,0.86304,0.87937,0.88793,0.34534,5.6258,0.99453,1.1983
251,2.2021,0.64999,0.92429,0.00078933,0.00078933,0.00078933,0.94408,0.78543,0.88581,0.33442,5.7667,1.0282,1.218
252,2.4238,0.69379,0.9466,0.00076317,0.00076317,0.00076317,0.85783,0.84199,0.87926,0.34074,5.6643,1.0536,1.1987
253,2.2054,0.66451,0.93974,0.00073749,0.00073749,0.00073749,0.8233,0.86047,0.8732,0.34172,5.6976,1.07,1.202
254,2.3329,0.66265,0.92355,0.00071228,0.00071228,0.00071228,0.97058,0.76718,0.87946,0.3321,5.7127,1.0797,1.204
255,2.2538,0.68261,0.95631,0.00068755,0.00068755,0.00068755,0.86284,0.83721,0.88681,0.33557,5.8041,1.0354,1.2175
256,2.2946,0.6692,0.93793,0.00066329,0.00066329,0.00066329,0.91155,0.76744,0.83049,0.32856,5.7647,1.0337,1.2054
257,2.24,0.63263,0.94076,0.00063952,0.00063952,0.00063952,0.90528,0.76744,0.82801,0.33816,5.5926,1.0467,1.182
258,2.303,0.61533,0.90074,0.00061623,0.00061623,0.00061623,0.8559,0.82894,0.83082,0.3308,5.6204,1.0167,1.1834
259,2.0706,0.63621,0.91638,0.00059342,0.00059342,0.00059342,0.86946,0.88372,0.87729,0.33906,5.6468,1.0304,1.1842
260,2.3352,0.65514,0.94146,0.00057111,0.00057111,0.00057111,0.879,0.84479,0.87519,0.3491,5.6787,1.0719,1.1988
261,2.1721,0.63804,0.91854,0.00054928,0.00054928,0.00054928,0.90889,0.81395,0.87686,0.35208,5.6573,1.0802,1.1945
262,2.1787,0.65254,0.93786,0.00052795,0.00052795,0.00052795,0.91801,0.81395,0.88182,0.34023,5.6909,1.0699,1.2005
263,2.1957,0.64187,0.92287,0.00050711,0.00050711,0.00050711,0.92283,0.83441,0.88504,0.35096,5.6783,1.0603,1.1948
264,2.3689,0.69201,0.91695,0.00048678,0.00048678,0.00048678,0.93032,0.7907,0.88083,0.33844,5.7076,1.0247,1.1938
265,2.2783,0.62651,0.92786,0.00046694,0.00046694,0.00046694,0.8547,0.82092,0.84227,0.33509,5.8918,1.0526,1.221
266,2.25,0.61088,0.93291,0.00044761,0.00044761,0.00044761,0.85497,0.82274,0.84425,0.33704,5.8941,1.0677,1.2182
267,2.2284,0.62163,0.89699,0.00042878,0.00042878,0.00042878,0.92089,0.81223,0.88472,0.33939,5.7757,1.0154,1.2048
268,2.1114,0.71843,0.92613,0.00041045,0.00041045,0.00041045,0.9457,0.81007,0.88581,0.33553,5.7272,1.0232,1.2055
269,2.1446,0.62164,0.91919,0.00039264,0.00039264,0.00039264,0.9107,0.7907,0.84533,0.32648,5.795,1.0368,1.2161
270,2.1595,0.58074,0.89939,0.00037534,0.00037534,0.00037534,0.94444,0.79065,0.85228,0.34026,5.7576,1.0153,1.2082
271,2.1113,0.62743,0.92221,0.00035855,0.00035855,0.00035855,0.92251,0.83071,0.88456,0.33738,5.6852,1.0194,1.1973
272,2.1972,0.58155,0.8969,0.00034227,0.00034227,0.00034227,0.91173,0.7907,0.84505,0.33076,5.6895,1.0241,1.2009
273,2.0805,0.59836,0.88574,0.00032651,0.00032651,0.00032651,0.90373,0.7907,0.8476,0.34001,5.7164,1.0375,1.2068
274,2.2328,0.57907,0.91317,0.00031127,0.00031127,0.00031127,0.912,0.7907,0.84897,0.34744,5.7114,1.0408,1.2043
275,2.087,0.60077,0.91023,0.00029655,0.00029655,0.00029655,0.94547,0.80658,0.88375,0.34855,5.7041,1.0495,1.2039
276,2.0929,0.63338,0.90307,0.00028235,0.00028235,0.00028235,0.95955,0.7907,0.88754,0.34512,5.7297,1.028,1.2088
277,2.194,0.61794,0.92455,0.00026867,0.00026867,0.00026867,0.95934,0.7907,0.88456,0.34242,5.7613,1.0527,1.2063
278,2.1939,0.65078,0.93652,0.00025551,0.00025551,0.00025551,0.95555,0.7907,0.88162,0.34703,5.7678,1.0436,1.2085
279,2.1287,0.59994,0.91403,0.00024289,0.00024289,0.00024289,0.95811,0.7907,0.87972,0.34009,5.7699,1.0465,1.2145
280,2.1525,0.62157,0.89378,0.00023078,0.00023078,0.00023078,0.89021,0.7907,0.84347,0.32939,5.7309,1.044,1.2115
281,2.0637,0.57537,0.9173,0.00021921,0.00021921,0.00021921,0.92261,0.83188,0.88454,0.34023,5.723,1.0286,1.2109
282,2.1401,0.63208,0.89605,0.00020817,0.00020817,0.00020817,0.94267,0.81395,0.88668,0.33551,5.7145,1.0168,1.2066
283,2.1623,0.62757,0.89994,0.00019766,0.00019766,0.00019766,0.94243,0.81395,0.88492,0.33517,5.7093,1.0036,1.2057
284,2.2131,0.64625,0.89069,0.00018768,0.00018768,0.00018768,0.97195,0.80598,0.88655,0.33679,5.6957,0.99482,1.2004
285,2.1083,0.57211,0.88155,0.00017823,0.00017823,0.00017823,0.96949,0.81395,0.88813,0.34089,5.7188,1.0059,1.2019
286,2.1417,0.69711,0.90711,0.00016932,0.00016932,0.00016932,0.96842,0.81395,0.8879,0.34783,5.6928,0.99146,1.1952
287,2.1716,0.70005,0.89379,0.00016094,0.00016094,0.00016094,0.96745,0.81395,0.88803,0.34976,5.6955,0.99503,1.197
288,2.0257,0.61499,0.92227,0.0001531,0.0001531,0.0001531,0.97276,0.83055,0.89002,0.34228,5.7088,0.99523,1.2016
